asn,network_provider,domain,route,type,country
AS12389,PJSC Rostelecom,rt.ru,213.158.0.0/20,isp,185
AS9121,Turk Telekomunikasyon Anonim Sirketi,turktelekom.com.tr,78.182.144.0/21,isp,149
AS135161,GMO-Z com NetDesign Holdings Co.,gmo.jp,150.95.24.0/22,isp,130
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,122.152.208.0/22,hosting,124
AS12479,Orange Espagne SA,orange.es,62.14.0.0/16,isp,184
AS17621,China Unicom Shanghai network,mychinaunicom.com,27.115.0.0/17,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,106.52.240.0/20,hosting,124
AS24355,CERNET2 IX at University of Electronic Science and Technology of China,None,121.48.160.0/20,edu,124
AS16509,Amazon.com,amazon.com,18.220.0.0/14,hosting,211
AS9318,,None,180.69.0.0/16,isp,125
AS11427,Charter Communications Inc,spectrum.com,72.176.0.0/13,isp,211
AS4766,Korea Telecom,kt.com,220.149.242.0/24,isp,125
AS14061,DigitalOcean,digitalocean.com,198.199.64.0/20,hosting,211
AS55967,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.160.0/19,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,123.122.128.0/18,isp,124
AS133115,HK Kwaifong Group Limited,lkfgroup.com,154.221.28.0/24,hosting,134
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.68.56.0/21,isp,132
AS14061,DigitalOcean,digitalocean.com,165.22.192.0/20,hosting,182
AS15704,XTRA TELECOM S.A.,masmovil.es,84.39.176.0/21,hosting,184
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.180.0/23,hosting,124
AS23724, China Telecommunications Corporation,None,117.121.0.0/18,hosting,124
AS134705,Itace International Limited,itace.cc,156.230.55.0/24,hosting,134
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.120.0/22,hosting,124
AS132203,Tencent Building, tencent.com,129.226.62.0/23,hosting,134
AS21554,Wisconsin CyberLynk Network,cyberlynk.net,38.39.176.0/20,hosting,211
AS14506,Oracle Corporation,oracle.com,129.144.0.0/16,isp,211
AS40237,United Telephone Company,united.net,76.72.176.0/20,isp,211
AS29119,ServiHosting Networks S.L.,servihosting.es,88.148.0.0/17,hosting,184
AS132525,HeiLongJiang Mobile Communication Company Limited,chinamobile.com,111.40.0.0/16,isp,124
AS3462,Data Communication Business Group,cht.com.tw,211.22.0.0/16,isp,127
AS158,Ericsson Network Systems,ericsson.com,129.192.64.0/19,isp,187
AS14061,DigitalOcean,digitalocean.com,174.138.16.0/20,hosting,130
AS4766,Korea Telecom,kt.com,121.160.0.0/13,isp,125
AS23969,TOT Public Company Limited,tot.co.th,118.175.228.0/24,isp,131
AS4134,Jin-rong Street,None,59.51.0.0/17,isp,124
AS23724, China Telecommunications Corporation,None,114.112.96.0/22,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,111.230.72.0/23,hosting,124
AS6871,British Telecommunications PLC,btplc.com,84.92.0.0/15,isp,183
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.28.0/23,hosting,124
AS14618,Amazon.com,amazon.com,34.224.0.0/12,hosting,211
AS18881,TELEFONICA BRASIL S.A,telefonica.com.br,177.207.48.0/20,isp,166
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,182.61.28.0/23,hosting,124
AS4618,Internet Thailand Company Limited,inet.co.th,203.151.128.0/19,isp,131
AS4812,China Telecom (Group),chinatelecom-h.com,222.73.0.0/16,isp,124
AS4134,Jin-rong Street,None,124.115.0.0/16,isp,124
AS14061,DigitalOcean,digitalocean.com,165.227.208.0/20,hosting,211
AS38788,PT Indonesian Cloud,indonesiancloud.com,43.231.129.0/24,hosting,132
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,42.117.192.0/20,isp,133
AS132203,Tencent Building, tencent.com,124.156.136.0/22,hosting,134
AS4808,China Unicom Beijing Province Network,chinaunicom.com,111.200.0.0/18,isp,124
AS4847,China Networks Inter-Exchange,None,36.110.0.0/17,isp,124
AS45899,VNPT Corp,vnptcorp.com,113.179.208.0/20,isp,133
AS3786,LG DACOM Corporation,uplus.co.kr,211.119.0.0/16,isp,125
AS4134,Jin-rong Street,None,222.168.0.0/15,isp,124
AS29396,Unet B.V.,unet.nl,90.145.0.0/16,isp,182
AS9341,PT Indonesia Comnets Plus,iconpln.co.id,103.110.89.0/24,isp,132
AS14061,DigitalOcean,digitalocean.com,192.241.240.0/20,hosting,211
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.69.66.0/24,isp,133
AS45899,VNPT Corp,vnptcorp.com,123.21.32.0/20,isp,133
AS24435,Supernet Limited Transit Autonomous System Number,dnslytics.com,103.27.22.0/24,isp,145
AS63940,dragonhispeed,dragonhispeed.com,103.4.217.0/24,hosting,131
AS7552,Viettel Group,viettel.com.vn,117.4.40.0/21,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.0.0/20,isp,124
AS135206,Bluwaves Internet Services India P. Ltd,bluwaves.net,103.215.170.0/24,isp,128
AS24560,Bharti Airtel Telemedia Services,airtel.in,122.170.112.0/21,isp,128
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,36.32.0.0/14,isp,124
AS23969,TOT Public Company Limited,tot.co.th,113.53.32.0/21,isp,131
AS28573,CLARO S.A.,claro.com.br,189.100.128.0/19,isp,166
AS45899,VNPT Corp,vnptcorp.com,123.20.208.0/20,isp,133
AS9198,JSC Kazakhtelecom,telecom.kz,37.150.104.0/22,isp,148
AS23969,TOT Public Company Limited,tot.co.th,1.20.168.0/24,isp,131
AS35612,EOLO S.p.A.,eolo.it,84.33.64.0/18,isp,176
AS25159,PJSC MegaFon,megafon.com,188.170.0.0/19,isp,185
AS7018,AT&T Services,att.com,108.192.0.0/10,isp,211
AS45899,VNPT Corp,vnptcorp.com,123.20.176.0/20,isp,133
AS18209,Atria Convergence Technologies pvt ltd,actcorp.in,49.207.4.0/24,isp,128
AS59668,PE Turon Media,turontelecom.uz,31.40.24.0/22,hosting,139
AS9658,Eastern Telecoms Phils.,eastern.com.ph,120.89.61.0/24,isp,126
AS31655,Gamma Telecom Holdings Ltd,gamma.co.uk,157.231.0.0/16,isp,183
AS577,,bell.ca,50.100.0.0/16,isp,210
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.176.0/23,hosting,124
AS14117,Telefonica del Sur S.A.,telsur.cl,190.121.5.0/24,isp,168
AS20473,Choopa,choopa.com,139.180.128.0/19,hosting,129
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,148.70.64.0/20,isp,124
AS14061,DigitalOcean,digitalocean.com,104.131.224.0/19,hosting,211
AS25820,IT7 Networks Inc,it7.net,107.182.176.0/22,hosting,211
AS9198,JSC Kazakhtelecom,telecom.kz,89.218.64.0/19,hosting,148
AS38264,National WiMAX/IMS environment,wateen.com,110.39.184.0/22,isp,145
AS31898,Oracle Corporation,oracle.com,140.238.0.0/19,hosting,125
AS135915,8 Floor 96-98 Dao Duy Anh Phu Nhuan HCMC,vnnic.vn,103.92.24.0/22,hosting,133
AS45899,VNPT Corp,vnptcorp.com,14.231.224.0/20,isp,133
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,180.243.216.0/23,isp,132
AS4761,INDOSAT Internet Network Provider,indosatooredoo.com,114.4.0.0/16,isp,132
AS9121,Turk Telekomunikasyon Anonim Sirketi,turktelekom.com.tr,212.175.35.0/24,isp,149
AS6697,Republican Unitary Telecommunication Enterprise Beltelecom,beltelecom.by,37.45.0.0/16,isp,198
AS38713,Broadband ISP FTTH and Cable Service Provider,nayatel.com,103.121.43.0/24,isp,145
AS6400,Compania Dominicana de Telefonos, claro.com.do,66.98.0.0/18,isp,215
AS132199,Globe Telecom Inc.,globe.com.ph,120.28.96.0/19,isp,126
AS9829,National Internet Backbone,bsnl.in,210.212.16.0/20,isp,128
AS9829,National Internet Backbone,bsnl.in,117.239.208.0/20,isp,128
AS266448,XP Tecnologia Ltda,xptecnologia.com.br,170.82.223.0/24,isp,166
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,121.16.0.0/13,isp,124
AS14061,DigitalOcean,digitalocean.com,178.128.96.0/20,hosting,130
AS58314,SvyazResurs-Kuban,b2b-telecom.ru,185.91.252.0/24,isp,185
AS7545,TPG Telecom Limited,tpg.com.au,203.213.66.0/23,isp,250
AS138071,PEMERINTAH PROVINSI KALIMANTAN TENGAH,kalteng.go.id,103.123.25.0/24,gov,132
AS38511,PT Remala Abadi,tachyon.net.id,101.255.65.0/24,isp,132
AS852,TELUS Communications Inc.,telus.com,23.16.0.0/16,isp,210
AS29518,Bredband2 AB,bredband2.com,31.209.0.0/18,isp,187
AS266608,SGLINKNET RIO TELECOMINICACOES LTDA ME,sglinknet.com.br,45.7.196.0/22,isp,166
AS36873,Airtel Networks Limited,airtel.com.ng,105.112.102.0/23,isp,231
AS135310,Inspire Broadband Limited,inspirebroadband.net,192.140.252.0/24,isp,141
AS31496,PJSC Rostelecom,rt.ru,213.158.16.0/20,isp,185
AS9457,,None,59.150.128.0/17,isp,125
AS131601,Dynamic Computing Technology,dct-cloud.com,103.252.196.0/22,isp,127
AS45820,Tata Teleservices ISP AS,tatateleservices.com,111.93.205.0/24,isp,128
AS45117,Ishans Network,ishanitech.biz,183.87.221.0/24,isp,128
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,180.242.232.0/22,isp,132
AS14061,DigitalOcean,digitalocean.com,165.227.16.0/20,hosting,211
AS6327,Shaw Communications Inc.,shaw.ca,68.148.132.0/22,isp,210
AS15713,LLC Global-City-Net,gcn.ua,91.192.136.0/22,isp,179
AS4134,Jin-rong Street,None,61.155.0.0/16,isp,124
AS132445,Khetan Cable Network Pvt. Limited,khetanisp.com,103.76.253.0/24,isp,128
AS45899,VNPT Corp,vnptcorp.com,14.230.96.0/20,isp,133
AS17488,Hathway IP Over Cable Internet,hathway.com,125.99.173.0/24,isp,128
AS28006,CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP,cnt.gob.ec,186.47.212.0/22,isp,165
AS4766,Korea Telecom,kt.com,115.16.0.0/13,isp,125
AS17974,PT Telekomunikasi Indonesia,telkom.co.id,118.97.16.0/21,hosting,132
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,152.136.116.0/22,hosting,124
AS14868,COPEL Telecomunicacoes S.A.,copeltelecom.com,177.220.168.0/21,isp,166
AS6503,AxtelB. de C.V.,axtel.mx,200.56.17.0/24,isp,214
AS24444,Shandong Mobile Communication Company Limited,chinamobile.com,120.224.48.0/21,isp,124
AS14868,COPEL Telecomunicacoes S.A.,copeltelecom.com,187.95.124.0/24,isp,166
AS9269,Hong Kong Broadband Network Ltd.,hkbn.net,61.93.192.0/18,isp,134
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,180.76.166.0/23,hosting,124
AS45899,VNPT Corp,vnptcorp.com,14.161.40.0/21,isp,133
AS25820,IT7 Networks Inc,it7.net,67.216.208.0/20,hosting,211
AS36352,ColoCrossing,colocrossing.com,198.12.124.0/22,hosting,211
AS132203,Tencent Building, tencent.com,124.156.208.0/20,hosting,129
AS5384,Emirates Telecommunications Corporation,etisalat.com,151.253.64.0/18,isp,137
AS131293,TOT Public Company Limited,tot.co.th,113.53.238.0/24,isp,131
AS6799,Ote SA (Hellenic Telecommunications Organisation),cosmote.gr,80.106.0.0/16,isp,207
AS133115,HK Kwaifong Group Limited,lkfgroup.com,154.221.24.0/24,hosting,134
AS133664,TelexAir Telecom Pvt Ltd,telexair.in,103.130.108.0/24,isp,128
AS24703,United Networks of Ukraine Ltd,united.net.ua,91.214.114.0/24,isp,179
AS23969,TOT Public Company Limited,tot.co.th,1.0.168.0/22,isp,131
AS45595,Pakistan Telecom Company Limited,ptcl.com.pk,39.42.0.0/17,isp,145
AS327692,Smile Communications Ltd,smile.co.ug,154.126.224.0/19,isp,245
AS198117,KORUS Consulting IS Ltd.,korusconsulting.com,91.231.213.0/24,business,185
AS23969,TOT Public Company Limited,tot.co.th,118.173.184.0/22,isp,131
AS24560,Bharti Airtel Telemedia Services,airtel.in,122.164.128.0/19,isp,128
AS7552,Viettel Group,viettel.com.vn,115.72.48.0/21,isp,133
AS31272,WildPark Co,wildpark.net,77.247.24.0/21,isp,179
AS45899,VNPT Corp,vnptcorp.com,113.161.40.0/21,isp,133
AS4766,Korea Telecom,kt.com,210.183.0.0/16,isp,125
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,42.118.240.0/20,isp,133
AS45899,VNPT Corp,vnptcorp.com,113.160.96.0/20,isp,133
AS24530,PT. Power Telecom Indonesia,powertel.co.id,203.190.54.0/23,isp,132
AS7552,Viettel Group,viettel.com.vn,171.224.180.0/24,isp,133
AS136156,MD Rehanur Rahman t/a M/S FNF Online,fnfonlinebd.com,103.82.9.0/24,isp,141
AS36903,Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,iam.ma,41.249.0.0/20,isp,227
AS14868,COPEL Telecomunicacoes S.A.,copeltelecom.com,187.95.114.0/24,isp,166
AS15169,Google LLC,google.com,35.228.0.0/14,hosting,183
AS36992,ETISALAT MISR,etisalat.eg,41.65.201.0/24,isp,224
AS9198,JSC Kazakhtelecom,telecom.kz,82.200.128.0/17,hosting,148
AS9318,,None,1.232.0.0/13,isp,125
AS25106,Mobile TeleSystems JLLC,mts.by,134.17.88.0/21,isp,198
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,182.254.244.0/23,hosting,124
AS24872,TOV Magnus Limited,magnus.net.ua,31.129.160.0/19,isp,179
AS17444,AS number for New World Telephone Ltd.,newworldtel.com,58.64.215.0/24,isp,134
AS9829,National Internet Backbone,bsnl.in,61.2.240.0/20,isp,128
AS8402,PJSC Vimpelcom,veon.com,89.178.0.0/15,isp,185
AS15525,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,meo.pt,83.240.128.0/17,isp,180
AS3816,COLOMBIA TELECOMUNICACIONES S.A. ESP,telefonica.co,186.170.28.0/24,isp,167
AS52871,TASCOM TELECOMUNICACOES LTDA,usetelecom.com.br,177.136.39.0/24,isp,166
AS4134,Jin-rong Street,None,211.147.224.0/19,isp,124
AS134366,Yunify Technologies (HK) Limited,yunify.com,139.198.121.0/24,hosting,124
AS134928,Spiderlink Networks Pvt Ltd,spiderlink.in,103.73.35.0/24,isp,128
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.234.64.0/20,isp,124
AS48309,Ariana Gostar Spadana (PJSC),spadana.net,188.136.151.0/24,isp,140
AS4230,CLARO S.A.,claro.com.br,201.57.0.0/16,isp,166
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.145.240.0/20,isp,167
AS25820,IT7 Networks Inc,it7.net,173.242.120.0/22,hosting,211
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,36.83.176.0/20,isp,132
AS38731,Vietel - CHT Compamy Ltd,viettelidc.com.vn,171.244.48.0/22,isp,133
AS14259,Gtd Internet S.A.,grupogtd.com,190.215.0.0/17,isp,168
AS133774,Fuzhou,fuzhou.gov.cn,27.150.16.0/20,gov,124
AS37371,Hormuud Telecom Somalia INC,hormuud.com,41.78.75.0/24,isp,246
AS9829,National Internet Backbone,bsnl.in,117.204.248.0/21,isp,128
AS138225,One Eight Technologies Private Limited,nuron.co.in,103.130.109.0/24,isp,128
AS4134,Jin-rong Street,None,110.88.0.0/14,isp,124
AS12297,VEON Armenia CJSC,beeline.am,212.73.81.0/24,isp,142
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,203.195.154.0/23,hosting,124
AS15706,Sudatel (Sudan Telecom Co. Ltd),sudatel.com.sd,212.0.135.0/24,isp,247
AS60478,K-SYS SA,k-sys.ch,185.31.100.0/22,isp,188
AS7015,Comcast Cable Communications,comcast.com,73.123.0.0/16,isp,211
AS55685,PT Jala Lintas Media,jlm.net.id,103.20.188.0/24,isp,132
AS61568,FSF TECNOLOGIA LTDA ME,alootelecom.com.br,177.12.226.0/23,isp,166
AS136480,Myanmar Unilink Communication Company Limited,unilink.com.mm,103.89.176.0/24,isp,160
AS134762,CHINANET Sichuan province Chengdu MAN network,None,43.226.64.0/21,isp,124
AS4230,CLARO S.A.,claro.com.br,201.31.0.0/16,isp,166
AS41682,JSC ER-Telecom Holding,ertelecom.ru,89.250.144.0/20,isp,185
AS45769,D-Vois Broadband Pvt Ltd,dvois.com,1.186.57.0/24,isp,128
AS18822,Manquehuenet,gtdmanquehue.com,190.196.33.0/24,isp,168
AS55960,Beijing Guanghuan Xinwang Digital,sinnet.com.cn,54.223.32.0/19,hosting,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,49.232.208.0/20,isp,124
AS37284,Aljeel Aljadeed For Technology,aljeel.ly,165.16.64.0/18,isp,248
AS24088,Hanoi Telecom Joint Stock Company - HCMC Branch,hanoitelecom.com,103.238.69.0/24,isp,133
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,183.92.0.0/14,isp,124
AS2118,Limited Liability Company Relcom Group,relcom.ru,195.133.32.0/20,hosting,185
AS9145,EWE TEL GmbH,ewe.de,212.95.96.0/19,isp,177
AS132165,Connect Communications,connect.net.pk,111.88.226.0/24,isp,145
AS9198,JSC Kazakhtelecom,telecom.kz,89.218.160.0/20,isp,148
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.134.0/23,hosting,124
AS4808,China Unicom Beijing Province Network,chinaunicom.com,111.207.0.0/18,isp,124
AS24323,aamra networks limited, aamranetworks.com,182.160.96.0/24,isp,141
AS8075,Microsoft Corporation,microsoft.com,23.102.0.0/16,hosting,134
AS131207,SINET Cambodias specialist Internet and Telecom Service Provider.,sinet.com.kh,96.9.66.0/24,isp,154
AS7545,TPG Telecom Limited,tpg.com.au,203.222.145.0/24,isp,250
AS45899,VNPT Corp,vnptcorp.com,113.168.224.0/20,isp,133
AS266181,GOLDEN LINK,goldenlinkeurope.com,186.233.112.0/21,isp,166
AS136873,PT. MEGA ARTHA LINTAS DATA,megadata.net.id,103.105.55.0/24,isp,132
AS37611,Afrihost (Pty) Ltd,afrihost.com,192.143.0.0/16,isp,221
AS35366,ISPpro Internet KG,isppro.de,81.7.0.0/19,hosting,177
AS7922,Comcast Cable Communications,comcast.com,75.75.0.0/17,isp,211
AS42560,Telemach d.o.o. Sarajevo,telemach.ba,31.185.112.0/20,isp,209
AS37620,VIETTEL CAMEROUN SARL,nexttel.com.cm,41.244.241.0/24,isp,241
AS22927,Telefonica de Argentina,telefonica.com.ar,201.176.0.0/15,isp,169
AS7470,TRUE INTERNET Co.,trueinternet.co.th,171.103.44.0/22,isp,131
AS23650,AS Number for CHINANET jiangsu province backbone,None,180.101.220.0/22,hosting,124
AS29684,Nour Communication Co.Ltd - Nournet,nour.com.sa,176.241.188.0/24,isp,146
AS9121,Turk Telekomunikasyon Anonim Sirketi,turktelekom.com.tr,78.191.160.0/21,isp,149
AS45899,VNPT Corp,vnptcorp.com,14.232.192.0/20,isp,133
AS16628,DedFiberCo,dedfiber.com,104.237.233.0/24,hosting,211
AS7922,Comcast Cable Communications,comcast.com,24.0.0.0/12,isp,211
AS63646,Beijing Xiaoju Science and Technology Co.,didiglobal.com,116.85.40.0/24,isp,124
AS133115,HK Kwaifong Group Limited,lkfgroup.com,39.109.116.0/24,hosting,134
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,62.234.64.0/20,isp,124
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,134.175.208.0/20,hosting,124
AS3786,LG DACOM Corporation,uplus.co.kr,106.240.0.0/12,isp,125
AS133775,Xiamen,xiamen.gov.cn,110.80.128.0/20,gov,124
AS6799,Ote SA (Hellenic Telecommunications Organisation),cosmote.gr,85.75.0.0/16,isp,207
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,123.206.188.0/23,hosting,124
AS4812,China Telecom (Group),chinatelecom-h.com,210.16.188.0/23,isp,124
AS41682,JSC ER-Telecom Holding,ertelecom.ru,109.194.160.0/20,isp,185
AS137697,CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhouJiangsu Province P.R.China.,None,180.97.182.0/24,isp,124
AS8151,Uninet S.A. de C.V.,pan.org.mx,148.235.64.0/19,isp,214
AS5617,Orange Polska Spolka Akcyjna,orange.pl,5.184.0.0/15,isp,178
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,210.245.92.0/24,isp,133
AS4788,TM Net Internet Service Provider,tm.com.my,175.138.0.0/18,isp,136
AS45671,Wholesale Services Provider,serversaustralia.com.au,221.121.128.0/19,hosting,250
AS9829,National Internet Backbone,bsnl.in,117.220.160.0/20,isp,128
AS9498,BHARTI Airtel Ltd.,airtel.in,182.74.37.0/24,isp,128
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,118.69.71.0/24,isp,133
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.89.152.0/23,hosting,124
AS45899,VNPT Corp,vnptcorp.com,113.186.224.0/20,isp,133
AS18678,INTERNEXA S.A. E.S.P,internexa.com,190.90.225.0/24,isp,167
AS23693,PT. Telekomunikasi Selular,telkomsel.com,182.0.0.0/12,isp,132
AS38365,Beijing Baidu Netcom Science and Technology Co.,cnnic.cn,106.12.124.0/23,hosting,124
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,221.207.0.0/18,isp,124
AS14080,Telmex Colombia S.A.,telmexla.net.co,190.144.0.0/20,isp,167
AS132203,Tencent Building, tencent.com,124.156.132.0/22,hosting,134
AS8167,Brasil Telecom S/A - Filial Distrito Federal,oi.net.br,177.202.64.0/18,isp,166
AS16347,ADISTA SAS,adista.fr,109.237.240.0/20,isp,175
AS36352,ColoCrossing,colocrossing.com,104.168.28.0/23,hosting,211
AS23201,Telecel S.A.,tigo.com.py,186.16.14.0/24,isp,174
AS262838,STARNET TELECOMUNICACOES LTDA,starnettelecom.com.br,186.251.224.0/24,isp,166
AS9308,Abitcool(China) Inc.,cnnic.cn,124.251.110.0/23,hosting,124
AS18403,The Corporation for Financing & Promoting Technology,fpt.com.vn,1.55.80.0/20,isp,133
AS5391,Hrvatski Telekom d.d.,ht.hr,195.29.0.0/16,isp,190
AS7713,PT Telekomunikasi Indonesia,telkom.co.id,180.250.247.0/24,isp,132
AS45899,VNPT Corp,vnptcorp.com,113.178.16.0/20,isp,133
AS23969,TOT Public Company Limited,tot.co.th,1.2.240.0/21,isp,131
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,123.138.0.0/15,isp,124
AS8781,Ooredoo Q.S.C.,ooredoo.com,176.202.136.0/21,isp,151
AS4134,Jin-rong Street,None,61.164.0.0/16,isp,124
AS9230,Bangladesh Online Ltd.,bol-online.com,202.84.39.0/24,isp,141
AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,124.89.0.0/17,isp,124
AS58439,ICNC LLC,icn.mn,183.177.96.0/20,isp,155
AS12389,PJSC Rostelecom,rt.ru,95.37.0.0/17,isp,185
AS45090,Shenzhen Tencent Computer Systems Company Limited,tencent.com,118.24.112.0/22,hosting,124
AS14061,DigitalOcean,digitalocean.com,104.248.80.0/20,hosting,182
AS9829,National Internet Backbone,bsnl.in,210.212.80.0/20,isp,128
AS4812,China Telecom (Group),chinatelecom-h.com,210.5.152.0/21,isp,124
AS10318,Telecom Argentina S.A.,telecom.com.ar,181.30.16.0/20,isp,169
AS13536,First Light Fiber,firstlight.net,209.198.80.0/24,isp,211
AS5514,Boscom LLC,bascomgroup.com,185.123.164.0/22,isp,185
AS3243,MEO - SERVICOS DE COMUNICACOES E MULTIMEDIA S.A.,meo.pt,37.189.0.0/16,isp,180
AS9198,JSC Kazakhtelecom,telecom.kz,92.47.80.0/20,isp,148
AS131090,CAT TELECOM Public Company Ltd CAT,cattelecom.net,61.7.133.0/24,isp,131
AS224,UNINETT AS,uninett.no,128.39.0.0/16,isp,200
